	highly_variable	highly_variable_rank	means	variances	variances_norm
AMPH	True	10277.5	0.001102341176267838	0.0011390652458851962	0.9886349531812583
VPS41	True	10626.5	0.017824426595992517	0.01911503840215109	0.9815376517557539
YAE1	True	5315.5	0.02140458673612412	0.024508739894796586	1.0047963549880712
RALA	True	7598.0	0.027859190451848297	0.03089482192252859	0.9940083805489283
CDK13	True	12756.0	0.031006646654832812	0.03392965544421956	0.97364169287757
MPLKIP	True	9271.5	0.01947502473789486	0.021317542928109855	0.9892589470164188
SUGCT	True	8047.0	0.00431030154009126	0.004530764431354887	0.9897940920247367
INHBA	True	3252.5	0.01815757143241493	0.02543726728288568	1.0518600620563052
GLI3	True	6016.0	0.012419842835482864	0.013409219828956846	0.9980725495647162
C7orf25	True	8308.0	0.014845588546165604	0.01588314003226797	0.9906565368743603
PSMA2	True	3792.5	0.03545184271745016	0.04107091578826703	1.0096626911607507
HECW1	True	7443.5	0.0013081545102690314	0.0013721548983284672	0.9971972932034807
STK17A	True	9419.5	0.016295332711512567	0.01727360383239269	0.9822980321802053
COA1	True	9840.5	0.01493696470710469	0.015846818965690113	0.9849305791182245
BLVRA	True	9451.5	0.01692876664127889	0.018073952236769646	0.9864733854249957
URGCP	True	7468.5	0.008121443753261553	0.008686317248695237	0.996160764720494
UBE2D4	True	9394.0	0.012721495752124373	0.013557979632766668	0.9867990097831347
SPDYE1	True	11541.5	0.00016080716518045057	0.0001674764595523139	1.006495405954511
DBNL	True	16090.5	0.0697534864592804	0.08156676272503366	0.9348772553032914
PGAM2	True	9652.0	0.0002675573342015515	0.00027988417559013796	1.0121587108538164
POLM	True	9042.5	0.01566115487812937	0.016628943998980135	0.9865461811084204
AEBP1	True	2946.0	0.13562131635976715	0.2308887412212013	1.0404133457387073
POLD2	True	2181.5	0.04696288330098799	0.05802589096572156	1.0353220750190226
GCK	True	11338.5	0.0002130044022976207	0.00022238183814104077	1.0173819279006642
YKT6	True	12582.5	0.06910629031260193	0.08508379663647307	0.9728979245773155
CAMK2B	True	10498.5	0.0002572666675014918	0.00026711922937340174	0.997742473404333
NUDCD3	True	10083.5	0.0184194255055538	0.02000239969557209	0.9833442287000494
NPC1L1	True	10647.5	0.000613100564238495	0.0006576069383539198	0.9957329549919065
DDX56	True	7400.5	0.029785652851673925	0.03318707620180367	0.9946815194269254
TMED4	True	14808.0	0.06719135841883782	0.07935153715103833	0.9545445169084873
OGDH	True	10174.0	0.04898444137983706	0.05746605121139317	0.983944916491159
ZMIZ2	True	15210.5	0.08081347348312164	0.10098012947679522	0.9503204377786112
PPIA	True	6011.5	0.039443505541648	0.04803208702284942	1.0027492775498683
PURB	True	11223.5	0.03012648469213735	0.033063873539358905	0.9781290093676243
MYO1G	True	5025.0	0.018425872670233354	0.020352292826922528	1.003387482208533
CCM2	True	12483.0	0.03033527364060603	0.03291784305901628	0.9711524838799382
NACAD	True	10197.5	0.0006269867650867683	0.00065114255277116	0.9937234748597671
TBRG4	True	3042.5	0.04531650061291459	0.055801417765967636	1.0191157069187011
RAMP3	True	1211.0	0.009028138278292111	0.010671992776073778	1.0733707552938847
ADCY1	True	7579.0	0.001581167137660976	0.001652561678977456	0.9926550782353188
IGFBP3	True	202.0	0.037566884684152785	0.06752207026845887	1.3229417949508846
TNS3	True	7916.0	0.04987291026625426	0.060118264847904966	0.9880825593331111
PKD1L1	True	7940.5	0.0011130037947763335	0.001164334350613509	0.9951453976044211
HUS1	True	8040.0	0.028278876075700128	0.031192503998516398	0.9899848335090885
SUN3	True	4362.0	0.0003038846274921236	0.00031941429718184685	1.011745997598374
UPP1	True	5322.0	0.01865586287178288	0.020408360028774546	1.002255174508397
ABCA13	True	12445.5	0.0004924641943691208	0.0005083396481112243	0.9861262564872176
CDC14C	True	13176.5	0.00029731347887642284	0.0003051600933199498	0.9834086921444645
VWC2	True	9400.5	0.0002619780570750131	0.0002733159805847828	1.003685497050906
ZPBP	True	8927.0	0.0005129215438330948	0.0005327439190301929	0.9965047382119964
IKZF1	True	8442.0	0.04154763692196984	0.04685678107028691	0.9680341918733603
FIGNL1	True	5840.0	0.006584538880804448	0.006998932288535233	0.9956323700313046
GRB10	True	4582.0	0.011189426253176933	0.012272571956575494	1.010039242849293
COBL	True	3211.0	0.014348536946159108	0.015921827891399724	1.0170792478405695
SEC61G	True	7490.5	0.012216633164140721	0.013717366961228303	0.9936770408063053
EGFR	True	5696.0	0.01791815845171836	0.019849888630244852	0.9991625915218282
LANCL2	True	6439.0	0.01424302661649946	0.015335052939702857	0.9965819455296004
VOPP1	True	11961.5	0.03375970995693914	0.03716723139076705	0.9734853659457715
SEPTIN14	True	10204.0	0.000606405431686649	0.0006258752115207897	0.9861969044176512
ZNF713	True	9069.0	0.0037170384056360124	0.003870600824815516	0.9865750567551782
NIPSNAP2	True	7289.0	0.04050964340856141	0.04716711086151371	0.9929980936511239
PSPH	True	4589.0	0.018793980976648743	0.0212998394640466	1.0086219270332593
CCT6A	True	3927.0	0.084323458715395	0.11459815146776176	1.0180429495666397
SUMF2	True	15315.0	0.07595714668824649	0.09431544015844565	0.9497875732794187
PHKG1	True	10033.0	0.001491402767891781	0.0015452194163957655	0.9918180223212751
CHCHD2	True	15496.0	0.1664175622749614	0.26679447683965785	0.9563840973004767
NUPR2	True	4718.0	0.00040046811374931017	0.0004213850604288592	1.0025562454335482
ZNF479	True	10935.0	0.00018448809698420234	0.00019238905689272507	0.9937469155953144
ZNF716	True	12307.0	0.0004260088045952414	0.00043847373694416887	0.9823270207802033
ZNF727	True	10076.5	0.0008967758101389351	0.0009284555096689213	0.9852321606058613
ZNF679	True	8006.0	0.0003149191978090551	0.000330937976437788	1.0223027156978464
ZNF736	True	9681.0	0.005493480242725832	0.00574425022904861	0.9880297309103109
ZNF680	True	11120.5	0.016573552664222613	0.01772716715858664	0.9823054660042578
ZNF107	True	10275.5	0.005589567793238437	0.005825882581640634	0.9859219614840367
ZNF138	True	8322.5	0.007526940779444852	0.007942913691327162	0.9902897828080225
ZNF273	True	11405.5	0.0012550893855988443	0.0012959168030675593	0.9850208660926032
ZNF117	True	8509.0	0.01030740453143929	0.010936140072639568	0.9886434873387863
ZNF92	True	8358.5	0.007514790353702613	0.007875897153064602	0.9882042781170336
VKORC1L1	True	5991.0	0.017595924201676733	0.019540833970781178	0.9994837619528404
GUSB	True	9458.5	0.017867201053962646	0.019682970001254033	0.9864211766882052
ASL	True	3187.0	0.036567822126693975	0.044998324548072656	1.0275010361249117
CRCP	True	10491.5	0.028992403628216312	0.03198344768814291	0.9807295427388033
TPST1	True	9191.5	0.01435188451243503	0.015301688073286737	0.9858066803557054
KCTD7	True	9712.5	0.011273487361883446	0.011877902540511263	0.9859077475367695
RABGEF1	True	9340.0	0.019229412560391027	0.020763294182863136	0.9855977354708134
TMEM248	True	15682.0	0.07816108513716528	0.09687674951713511	0.9489164029599807
SBDS	True	9063.5	0.004457594456231873	0.004675030141306381	0.9889057564992019
TYW1	True	8232.5	0.0036986887830865083	0.0038623059919240528	0.9885977722924911
AUTS2	True	8009.0	0.03548717813925156	0.04126170010814759	0.9900274426200683
GALNT17	True	6178.0	0.0008921884045015591	0.0009355308016109491	0.9980030269023942
CALN1	True	10753.0	0.0001544839844370404	0.00016065933586203456	0.9830102511268478
TYW1B	True	10146.5	0.0006061574638143583	0.0006290990949369184	0.9937378438374053
POM121	True	8094.0	0.007078986818151893	0.007521587858577805	0.9914842189751825
NSUN5	True	7625.5	0.011045728871184534	0.011828309009525213	0.9926858061220739
TRIM50	True	11132.5	0.00015163235390569857	0.00016251996806559908	1.0239809622975395
FKBP6	True	11000.5	0.00021374830591449248	0.00022163761696901438	1.015038467569035
FZD9	True	11141.5	0.00014940064305508322	0.00015483363489021454	0.978741780077664
BAZ1B	True	13686.0	0.06823170762703301	0.08210976659236778	0.9645349656065465
BCL7B	True	11000.0	0.030811247971467826	0.03418846264445501	0.981409596033666
TBL2	True	4929.0	0.03360696174760813	0.03901694743522521	1.004912717108822
MLXIPL	True	1301.0	0.019914795759402228	0.025374457055175558	1.0654127056494056
VPS37D	True	5441.5	0.0007207186208126131	0.0007556586849093201	1.010783419364916
DNAJC30	True	10063.0	0.0070824583683639615	0.007447396293396314	0.9864056206867053
BUD23	True	5770.0	0.04092870911273252	0.048471265609414414	1.0028728098968525
STX1A	True	5834.0	0.008920892173526429	0.009680930272210538	0.9996515419804403
ABHD11	True	1658.5	0.04159797440004483	0.052451958947806056	1.0546703272699236
CLDN3	True	701.0	0.07824427835831878	0.1300171702692087	1.1263838083776454
CLDN4	True	231.0	0.19045531984693936	0.577329417917521	1.3181010081275006
METTL27	True	5896.0	0.006300987618840153	0.006746559136405027	1.0033281120929805
TMEM270	True	7277.0	0.00022775849069891108	0.0002366334895100385	1.0464532893812593
ELN	True	669.5	0.024744589991942283	0.033159321792162993	1.1324284309156667
LIMK1	True	11798.0	0.029617158682452467	0.03220087417998185	0.978260442680968
EIF4H	True	11064.0	0.026544712760835854	0.03186794594390601	0.9766455816179728
LAT2	True	8246.0	0.006454727699660321	0.006803118496574073	0.9848603327563442
RFC2	True	3842.0	0.021222578317862825	0.023734407632473725	1.0088980379668517
CLIP2	True	7968.5	0.03062316434033541	0.03442306458201136	0.9894055995268314
GTF2IRD1	True	5612.0	0.011315145964428265	0.012898093354193434	1.0036539532266597
GTF2I	True	10879.5	0.02982743543815489	0.03320305902125406	0.981605860899806
CASTOR2	True	8402.5	0.006556642495171756	0.006964211421764618	0.9927926276910748
RCC1L	True	5872.5	0.029413701043238035	0.03340697389789479	0.9989012531048542
POM121C	True	10287.5	0.0019374969701425604	0.0020078857183937113	0.9889079003995718
HIP1	True	8859.5	0.0067886164396996065	0.00713233750607034	0.9903090120954946
CCL26	True	7450.0	0.00062773066870364	0.0006853611900009862	1.0043092426933409
CCL24	True	1060.0	0.02288383907827366	0.032377827074311506	1.1046365718942261
RHBDD2	True	11094.5	0.027481907334158156	0.030481633372764258	0.9794270813661393
POR	True	6241.5	0.025420302443934156	0.02910065771133345	1.003333477657202
TMEM120A	True	11389.0	0.004818263726478543	0.0050846751663941	0.9972589369612167
STYXL1	True	8564.5	0.011638000134150618	0.01253708060462109	0.990395755037338
MDH2	True	2769.0	0.05964681192046034	0.07850463123295164	1.032393596531691
HSPB1	True	15438.0	0.1183649841591924	0.16903343561053444	0.9453857608585146
YWHAG	True	8997.5	0.05515698164083069	0.06652187861270395	0.9842243649506202
SSC4D	True	11482.5	0.00022837841037963758	0.00023576531908114015	1.019335112862205
ZP3	True	7139.5	0.0033935643162329317	0.003642414754970565	0.9974442814917694
DTX2	True	6448.5	0.008392968573419753	0.008943687280906835	0.9948978987296307
UPK3B	True	9886.5	0.0010324142362818903	0.0010784623865738375	0.9968407056922892
CCDC146	True	9906.0	0.0027633539688063855	0.0028578809613645233	0.9903602555284958
FGL2	True	2058.0	0.03503166115785374	0.04178008769878947	1.0385840568170412
GSAP	True	9358.0	0.010575581785321567	0.011131517715431494	0.9871085260152
PTPN12	True	14080.5	0.05041509201901765	0.05782263262472476	0.9645661846420623
RSBN1L	True	9903.0	0.013034679174827393	0.013938478928802471	0.9830895527301214
TMEM60	True	8131.5	0.013935670438795268	0.014956759924710728	0.9898683118514507
PHTF2	True	11019.0	0.016681294704732876	0.01765502108784095	0.9807874880748502
MAGI2	True	6782.0	0.0012559572731518614	0.0013307541141375145	0.9992292615918276
GNAI1	True	6775.0	0.008296385087162567	0.008879711686713943	0.9975683233845272
CD36	True	1336.0	0.008186411335801688	0.00936221014192687	1.0601392997222725
GNAT3	True	11746.0	0.00029272607323904687	0.00032438031255623695	1.0144055803400132
SEMA3C	True	5226.0	0.025530028227422744	0.02911106107543413	1.0032365549814408
CACNA2D1	True	9406.0	0.0052006301855506394	0.00545031645245177	0.9866720429849682
PCLO	True	6682.5	0.0035888390156617747	0.0038159926236805202	0.9936140395855348
SEMA3E	True	5644.0	0.0007342328698524504	0.0007664256261121031	1.0024072884733983
SEMA3A	True	6943.5	0.0034430339067549054	0.003634265562268388	0.9943917492607736
SEMA3D	True	9701.5	0.0009307474086427466	0.0009665804828435123	0.9882249417861315
GRM3	True	11093.0	0.00020506943038432168	0.00021370627893935998	1.0230095281452243
KIAA1324L	True	7662.5	0.005018125831544762	0.005348530836680164	0.9934661579888636
DMTF1	True	14095.0	0.03799686097470467	0.041304912988624	0.9608484713518628
TMEM243	True	10009.0	0.008221250821858516	0.008644143379908324	0.9824584966749903
CROT	True	9777.5	0.004054894631631947	0.004231371990422546	0.9886300758625274
ABCB4	True	8246.0	0.0015855065754260616	0.0016586231510166004	0.9928899217844649
ABCB1	True	4954.0	0.012363430144536754	0.014632231794549552	1.02124330616613
RUNDC3B	True	7818.0	0.0010436967744711124	0.0010840182405874488	0.9869446899177865
SLC25A40	True	7981.5	0.012382027734958547	0.013184878874394979	0.9907180839959441
DBF4	True	4721.0	0.015739016790028617	0.017162109791831765	1.0053566727483811
ADAM22	True	8046.0	0.0040630775714175366	0.0042734601050524795	0.9950067962961955
SRI	True	5262.5	0.06657986964576922	0.09040914005732316	1.0106143070967386
STEAP4	True	3866.0	0.0031469602672399353	0.003442305785896691	1.0148190862066646
TEX47	True	9315.5	0.00035756967184303733	0.0003752955491083576	1.0006154158926925
STEAP1	True	6643.5	0.008826044462375277	0.009425842765146734	0.9992569346701615
STEAP2	True	6570.5	0.01309009999428434	0.014304643488202116	1.001015726433171
CFAP69	True	6120.0	0.005089044643019872	0.005375834421116774	0.9987241095957415
FAM237B	True	6361.5	0.000514657318939129	0.0005401811724752013	0.9959244259417315
GTPBP10	True	6959.5	0.018093099785619376	0.019655257149557473	0.9934463229212411
CLDN12	True	1935.0	0.037316561117075424	0.04678305024716743	1.05072015746078
CDK14	True	9843.5	0.01820952070165981	0.01951551630569325	0.980398007159245
FZD1	True	8434.0	0.006687321563868899	0.00704579792808058	0.9921644475898879
MTERF1	True	8986.0	0.0033450865972001202	0.0034757350467428845	0.98921059459625
AKAP9	True	13897.5	0.04898158974930572	0.0555444553418833	0.9640775856869671
CYP51A1	True	1825.0	0.029385432705796907	0.03594584363570528	1.0550606975927521
LRRD1	True	6446.0	0.0012935244058038865	0.0013550831758581238	0.9948182384787069
KRIT1	True	9245.0	0.014316549090633622	0.015424081373141536	0.987353867864352
ANKIB1	True	11132.0	0.020742512517108232	0.022264514510571837	0.9792629804512412
GATAD1	True	9590.5	0.02640808246320374	0.02941781898190175	0.9852696980826793
PEX1	True	8109.5	0.011769051154656198	0.01256513305811319	0.9926113293751574
RBM48	True	9916.0	0.0026132094221344307	0.0027231737641291703	0.9888611996515155
FAM133B	True	8403.5	0.008740371562498876	0.009184215202209156	0.9896230956238093
CDK6	True	8110.5	0.025266562363113986	0.027797691979550506	0.9921973050675106
SAMD9	True	8403.0	0.01032265455558516	0.011067868372067295	0.9903491242891398
SAMD9L	True	10186.0	0.007582485582837945	0.00819896918865031	0.9870283362984082
HEPACAM2	True	1784.5	0.00434588492976496	0.005857704615853317	1.0583631259151363
VPS50	True	9503.5	0.01222692383084078	0.01299466093520772	0.9891726439276457
CALCR	True	10347.5	0.00037455547109494305	0.0003858217492550824	0.9902822968854581
GNGT1	True	8557.0	0.0008130866532408595	0.000844909439360447	0.995793332083894
TFPI2	True	382.5	0.0037542335864796015	0.00723425550203599	1.261598763164083
GNG11	True	3789.0	0.007614597422299577	0.008265804467973958	1.0149050102007446
BET1	True	10327.5	0.008501702485419179	0.008955612475621324	0.9865232361628998
COL1A2	True	8402.0	1.2255114058402137	9.242353998506115	1.2262156590310265
CASD1	True	9955.0	0.014353992239349501	0.015249926261347482	0.985838007676089
SGCE	True	9767.5	0.004395478504223079	0.004599329928246555	0.9857362475736254
PEG10	True	7470.0	0.0015273581093739172	0.001733566482110433	1.0043828565490045
PPP1R9A	True	4478.5	0.007668778402395072	0.008229640973407507	1.0055759634158288
PON1	True	9103.5	0.0005357345880838295	0.000567435502413334	0.9988767930549473
PON3	True	7990.5	0.0015651732098982327	0.0016467847556026172	0.989429496274524
PON2	True	6788.0	0.0772288499212888	0.10638996086534955	1.0055828204882524
ASB4	True	8671.5	0.0011777234094441787	0.0014493491841029874	1.0211322611400504
PDK4	True	3912.0	0.027922670227154688	0.03489869018305016	1.0238345976424055
DYNC1I1	True	9605.0	0.0016713034592386073	0.001746124364504072	0.9891786053413792
SLC25A13	True	7258.0	0.02525094038715968	0.028440222095915214	0.9924657875601447
SEM1	True	11536.5	0.05356936733849016	0.06486759061517869	0.9771142563363248
DLX5	True	7375.0	0.0005342467808500859	0.0005669411585334827	1.0053680235655333
SDHAF3	True	8039.5	0.007456517903714323	0.007921651758433724	0.9917945362833599
TAC1	True	124.0	0.001692876664127889	0.005089650992866956	1.8994559642302888
OCM2	True	11262.5	0.00022155929389164623	0.00022894926992568596	0.9962860537163244
LMTK2	True	5407.0	0.02000232841832081	0.02300212562503686	1.0040425174842915
TECPR1	True	12110.5	0.012905859865172429	0.013555114626765483	0.9770052997540464
BRI3	True	16436.5	0.2149633484887164	0.37170395439253606	0.8394408742720103
BAIAP2L1	True	2856.0	0.02865901082392161	0.036999097519458006	1.0477179272781758
NPTX2	True	3676.0	0.004995312787294027	0.007594852539414489	1.034756019471924
TMEM130	True	11987.0	0.00023891704495198783	0.00024778683772166813	1.0116043484279986
TRRAP	True	9145.0	0.032851651608610984	0.036872628364083976	0.9851945969201007
SMURF1	True	9998.5	0.023893812222113255	0.026462670439497196	0.9870817201098625
KPNA7	True	6652.0	0.0011024651602039833	0.0011679532332281289	1.007732865206528
ARPC1A	True	7132.5	0.017432513373837232	0.019457041584477506	0.9957533051647439
ARPC1B	True	15915.5	0.091829198241759	0.1280801750908118	0.9403310047260308
BUD31	True	12794.5	0.07025326570588208	0.08915639478803018	0.9731252635819312
PTCD1	True	6872.5	0.012970083544095692	0.014186266866822467	0.998106193772362
CPSF4	True	7020.5	0.01567900856493429	0.01710473080317776	0.9952042056468502
ATP5MF	True	5756.0	0.05927089262606779	0.0782024276017326	1.0002141455057443
ZNF789	True	8339.0	0.005196786683530135	0.005442049490197809	0.9880562059172726
ZNF394	True	11963.5	0.03031146872486613	0.03325503529049607	0.97532883374423
ZKSCAN5	True	10295.5	0.005542701865375515	0.005776314789439095	0.9875895317066864
FAM200A	True	7152.5	0.004855954843066713	0.005126465077764774	0.9970423124173985
ZNF655	True	12874.5	0.031760964922340804	0.03456124480083764	0.9662095255142902
TMEM225B	True	8904.0	0.0006891027170955622	0.0007141686339322233	0.9931801390279701
ZSCAN25	True	9251.5	0.009131416897101143	0.009624312651015987	0.9888820428551338
CYP3A5	True	699.5	0.029907529060904752	0.03970346459915983	1.1148823514417217
CYP3A7	True	12300.0	0.00022304710112538978	0.00022969251214609713	0.9955140715225806
CYP3A4	True	13124.0	0.00038348231449740445	0.00039498979478191963	0.9868674785853999
CYP3A43	True	8634.5	0.0004364234552314464	0.0004496233106489302	0.9917742401335757
OR2AE1	True	11360.0	0.00038868963981550695	0.0004034166825340309	1.0041158455399644
TRIM4	True	12296.5	0.037585482274574575	0.04236383291667625	0.973360675776826
GJC3	True	6239.0	0.0005038707164944881	0.0005246941649938959	1.0017290340040292
AZGP1	True	1750.5	0.025712408597492475	0.03233881244984961	1.0603633288982135
ZKSCAN1	True	6482.0	0.046178932872741274	0.05955435714831353	0.9952211481054591
ZSCAN21	True	9201.0	0.007661215382290209	0.008060518820651947	0.9884542627094345
ZNF3	True	7436.5	0.016346538077140572	0.01826020847080147	0.992212835027266
COPS6	True	7591.0	0.03279523891766487	0.03999018862464735	0.9910550155413441
MCM7	True	1770.5	0.07517579992265883	0.11156860544759381	1.05863428085834
AP4M1	True	7586.0	0.01394298549102784	0.015112403817918408	0.9925039288497705
TAF6	True	8513.0	0.023799956382451266	0.027293251847711093	0.9918738910833947
CNPY4	True	10090.0	0.005423801270612175	0.005673348210120041	0.9857770388731856
LAMTOR4	True	16233.5	0.099153177317734	0.12840852043954767	0.919014452370359
GAL3ST4	True	5410.0	0.002942882708344776	0.0030954016504786686	0.999510631541333
GPC2	True	6482.5	0.005631722331527838	0.0061016457972583454	0.9972158326799219
STAG3	True	8069.5	0.001164953064021213	0.001211701865835783	0.9887850297443956
CASTOR3	True	9480.0	0.004322080014025063	0.004547648556419032	0.987512501060586
PILRB	True	8702.5	0.05153355110698438	0.06111729800324284	0.9882764006539257
PILRA	True	7246.0	0.0043439011867866355	0.004586142447396057	0.9958558522532421
ZCWPW1	True	10468.0	0.0023609021120787506	0.002455011642338758	0.9872913688350344
MEPCE	True	6310.0	0.020773012565399977	0.02298756252965913	0.9969691722590494
PPP1R35	True	10635.0	0.03498826678020289	0.040593376171602066	0.9808626803626803
C7orf61	True	11391.0	0.0008189138982396885	0.0008470076564680106	0.9805898549703834
TSC22D4	True	11821.0	0.029254505669227472	0.0321655635032562	0.9760748693060705
NYAP1	True	6577.5	0.0005295353912765647	0.0005547957431776415	1.005596344428198
AGFG2	True	7219.5	0.012854530515608276	0.013983437620037821	0.9965503048153381
SAP25	True	10239.5	0.005674992725242547	0.005927950970915869	0.9833762386169254
LRCH4	True	15554.5	0.05247421723051875	0.058949301368368553	0.9495905673123676
FBXO24	True	11756.5	0.0005826005159467519	0.0005998668858920603	0.9870061943219943
PCOLCE	True	3524.0	0.031727365275645424	0.03748530777197462	1.0117733105201363
MOSPD3	True	8378.5	0.013738783948196536	0.014804005129453675	0.9906140671842897
TFR2	True	7839.5	0.0019724604401355345	0.002070484892165936	0.9947785882243929
GNB2	True	10875.5	0.05722057027403302	0.07029763479403903	0.9836941531208512
GIGYF1	True	9492.5	0.03603307941009931	0.04065964597997921	0.9826153817078094
POP7	True	4622.5	0.01757546685221276	0.01953027094472024	1.0069067846550053
EPO	True	6855.0	0.0003087200010017902	0.00032226296589418535	1.002224866322334
EPHB4	True	3870.0	0.04283248245224356	0.05157146533559831	1.0171309722821251
SLC12A9	True	8110.0	0.03048529420334184	0.035190023429989746	0.9915247921250694
TRIP6	True	6868.5	0.02836206929685362	0.032424779739525705	0.9978053009845661
SRRT	True	6642.5	0.035825654284928225	0.04088172847164399	0.9986722582616114
UFSP1	True	7495.0	0.0017660271864536144	0.0018529209018042336	0.9928806936174557
ACHE	True	1264.0	0.008512241119991529	0.011088577057720216	1.087405911473643
MUC3A	True	274.5	0.032309717823719886	0.09578060503846104	1.254205886689529
MUC12	True	82.0	0.2984448322937487	2.0497610808257467	1.8063228298223895
MUC17	True	339.5	0.04341582687180718	0.13068007052911623	1.4252604397153117
TRIM56	True	11508.5	0.033753510760131875	0.03792667966975026	0.9791299664756105
SERPINE1	True	100.5	0.03740868118163138	0.07401060532641451	1.5186568224550394
AP1S1	True	2008.5	0.04780076674145791	0.06378167075695902	1.039372481189122
VGF	True	642.5	0.0016700636198771542	0.0022043731920710096	1.1203232739607605
MOGAT3	True	3712.5	0.00860262540944145	0.009555456389384731	1.0122782821793863
PLOD3	True	6332.0	0.05523484355272994	0.07042423305973285	1.001548568765569
ZNHIT1	True	11485.5	0.04077670480701839	0.04612551042781086	0.9793831384821348
CLDN15	True	5689.0	0.01689764667330642	0.02047595413493195	1.0106979800729412
FIS1	True	12242.0	0.054429691871402376	0.06529106952155872	0.9656682174713739
IFT22	True	7368.5	0.012311976811036456	0.013161192002382185	0.9932000250727822
COL26A1	True	10706.5	8.691273923785338e-05	9.037674683094469e-05	1.0158104744480407
CUX1	True	15973.5	0.07861635415069082	0.10110637687629366	0.9379034261776026
SH2B2	True	8337.5	0.005885145497008825	0.006230398112306335	0.9895128482083034
SPDYE6	True	11700.5	0.0002459841293122698	0.0002546025282171907	0.9978086986660729
ORAI2	True	9394.5	0.009599704223921932	0.010150531854087553	0.9865407872738625
ALKBH4	True	9924.0	0.004588025557056725	0.004778492766064739	0.9894027937218415
LRWD1	True	7581.5	0.008476781714253975	0.009032781658582473	0.9955500901368474
RASA4B	True	12267.0	0.0003317810131248155	0.00034208562753347294	1.0067297455202353
FAM185A	True	8199.5	0.004577734890356666	0.00480350786211723	0.9882228893151301
FBXL13	True	13208.5	0.0006687693515677335	0.0006859279030988107	0.9757345273599417
LRRC17	True	9264.5	0.002086525661389208	0.0021768960691687226	0.9880099688337155
ARMC10	True	5125.0	0.030129832258413272	0.035724987346638544	1.0051268544348206
NAPEPLD	True	6692.5	0.00975505609591199	0.010499763461727847	0.9939662855723002
PMPCB	True	11788.5	0.049726733205538956	0.05987059797538196	0.9772270030367499
DNAJC2	True	6374.0	0.035026453832535644	0.041399077879363366	0.9964585637819429
PSMC2	True	8337.5	0.037685785278916126	0.04441181291366954	0.9901619018076879
SLC26A5	True	8742.5	0.00036104122205510563	0.00037578899022031644	1.002010700746746
RELN	True	3624.0	0.0011058127264799063	0.0011946023904468538	1.0194496069913996
ORC5	True	7701.0	0.009349752608653013	0.009992353389724814	0.9939194123155385
LHFPL3	True	8960.0	0.0002515634064388082	0.0002638985486250596	1.0241276090966875
KMT2E	True	12865.5	0.03968254657053614	0.044229182447287116	0.9588024458027717
SRPK2	True	10401.5	0.008152563721234022	0.008613032222500391	0.9873449766579314
PUS7	True	4366.0	0.02775727565633686	0.03344637652445839	1.0137874290953897
RINT1	True	9925.0	0.0189413978767255	0.020362289267227447	0.9826148044923203
EFCAB10	True	9444.5	0.0008930562920545762	0.0009227589052128222	0.9894583417779347
ATXN7L1	True	10304.0	0.023602945907916388	0.02572390306247354	0.9834314450434168
CDHR3	True	9058.5	0.0010893228629725818	0.0011345063714516936	0.9885166194296644
SYPL1	True	5521.0	0.017766650081748808	0.019590713425550806	0.9996963907206872
NAMPT	True	6342.5	0.02204682352535676	0.02581217346851565	0.997502020611429
CCDC71L	True	5781.0	0.015304081142030914	0.016803163753062688	0.9992473985099309
PIK3CG	True	8140.0	0.0054111549091253545	0.005700761702243382	0.9928097299020526
PRKAR2B	True	5191.5	0.011732103941684899	0.012868770170008547	1.0036686593149102
HBP1	True	13065.0	0.030745040549566238	0.03359493548181165	0.9689363672413407
COG5	True	10124.5	0.025019338394440264	0.02766109515132166	0.9821006856179714
DUS4L	True	8017.5	0.006848004745113204	0.007293822642682364	0.9911431108323122
BCAP29	True	11454.0	0.01666244914643879	0.017683669842430264	0.9787720234878894
SLC26A4	True	6778.5	0.00021424424165907368	0.00022535692325770473	1.0290851139717971
CBLL1	True	8883.0	0.0221525818228887	0.02402820532584954	0.9850822177115888
SLC26A3	True	42.0	0.0474676219050355	0.30108732419705414	2.2627031963174913
DLD	True	6390.0	0.03657798880945789	0.043890652178578564	0.9961800019058454
LAMB1	True	10690.5	0.06666417872234802	0.08203072542115526	0.9817750128354782
LAMB4	True	11551.0	0.00020035804081080039	0.0002104846063269072	1.0325264905824214
NRCAM	True	4316.0	0.0028092280251801457	0.003025499594746734	1.0059118616718452
PNPLA8	True	9026.5	0.007031500970608244	0.007399141843276089	0.9899792933644539
THAP5	True	9410.5	0.0038373028236969504	0.003983013637937921	0.9862442812553274
DNAJB9	True	7945.0	0.02856490701638733	0.03173330480991779	0.9901566816744081
IMMP2L	True	7224.5	0.016813709548536053	0.01889786440379886	0.9934892362485724
LRRN3	True	5626.0	0.0012188860762444174	0.001291542946923021	1.0093441137667292
DOCK4	True	5310.5	0.016546772134015227	0.01811785968212579	1.0052775603759945
ZNF277	True	8942.5	0.017489917936272505	0.019126603389771048	0.9881780038708227
IFRD1	True	12410.5	0.012726455109570184	0.014823481604355192	1.0112101025781104
LSMEM1	True	10766.5	0.0016084436036129415	0.0016720641419976207	0.9906388723223009
TMEM168	True	7140.0	0.04299477742465775	0.05104064690722151	0.9942109183181677
BMT2	True	9854.5	0.006957730528601792	0.0072787935466596156	0.9850114622895167
GPR85	True	6393.0	0.000908802251945029	0.0009526106655326156	0.9964343963624798
