,0
1681,KIF26B
1682,SMYD3
1683,TFB2M
1684,CNST
1685,SCCPDH
1686,AHCTF1
1687,ZNF695
1688,ZNF670
1689,ZNF669
1690,ZNF124
1691,ZNF496
1692,OR2C3
1693,OR2G3
1694,OR6F1
1695,OR14K1
1696,OR1C1
1697,OR14A16
1698,OR11L1
1699,TRIM58
1700,OR2T8
1701,OR2AJ1
1702,OR2L5
1703,OR2L3
1704,OR2L13
1705,OR2M2
1706,OR2M3
1707,OR2T33
1708,OR2T12
1709,OR2T6
1710,OR2T2
1711,OR2G6
1712,OR2T10
1713,OR2T11
1714,LYPD8
1715,SH3BP5L
1716,ZNF672
1717,ZNF692
1718,PGBD2
1719,FAM110C
1720,SH3YL1
1721,ACP1
1722,ALKAL2
1723,TMEM18
1724,SNTG2
1725,PXDN
1726,EIPR1
1727,TRAPPC12
1728,ADI1
1729,RNASEH1
1730,COLEC11
1731,DCDC2C
1732,CMPK2
1733,RSAD2
1734,RNF144A
1735,ID2
1736,KIDINS220
1737,MBOAT2
1738,ASAP2
1739,ITGB1BP1
1740,CPSF3
1741,IAH1
1742,ADAM17
1743,YWHAQ
1744,TAF1B
1745,GRHL1
1746,KLF11
1747,CYS1
1748,RRM2
1749,HPCAL1
1750,ODC1
1751,NOL10
1752,ATP6V1C2
1753,PDIA6
1754,KCNF1
1755,C2orf50
1756,SLC66A3
1757,ROCK2
1758,E2F6
1759,GREB1
1760,LPIN1
1761,TRIB2
1762,LRATD1
1763,NBAS
1764,DDX1
1765,MYCNOS
1766,MYCN
1767,FAM49A
1768,RAD51AP2
1769,VSNL1
1770,SMC6
1771,GEN1
1772,RDH14
1773,NT5C1B
1774,OSR1
1775,TTC32
1776,WDR35
1777,MATN3
1778,LAPTM4A
1779,SDC1
1780,PUM2
1781,RHOB
1782,HS1BP3
1783,GDF7
1784,LDAH
1785,APOB
1786,TDRD15
1787,KLHL29
1788,ATAD2B
1789,UBXN2A
1790,MFSD2B
1791,WDCP
1792,FKBP1B
1793,SF3B6
1794,FAM228B
1795,TP53I3
1796,PFN4
1797,FAM228A
1798,ITSN2
1799,NCOA1
1800,PTRHD1
1801,CENPO
1802,ADCY3
1803,DNAJC27
1804,EFR3B
1805,POMC
1806,DNMT3A
1807,DTNB
1808,ASXL2
1809,KIF3C
1810,RAB10
1811,GAREM2
1812,HADHA
1813,HADHB
1814,ADGRF3
1815,SELENOI
1816,DRC1
1817,OTOF
1818,FAM166C
1819,CIB4
1820,KCNK3
1821,SLC35F6
1822,CENPA
1823,MAPRE3
1824,TMEM214
1825,AGBL5
1826,OST4
1827,EMILIN1
1828,KHK
1829,CGREF1
1830,ABHD1
1831,PREB
1832,TCF23
1833,SLC5A6
1834,ATRAID
1835,CAD
1836,SLC30A3
1837,DNAJC5G
1838,UCN
1839,MPV17
1840,GTF3C2
1841,EIF2B4
1842,SNX17
1843,ZNF513
1844,PPM1G
1845,NRBP1
1846,KRTCAP3
1847,IFT172
1848,GCKR
1849,C2orf16
1850,ZNF512
1851,CCDC121
1852,GPN1
1853,SUPT7L
1854,SLC4A1AP
1855,RBKS
1856,BABAM2
1857,FOSL2
1858,PLB1
1859,PPP1CB
1860,TRMT61B
1861,WDR43
1862,TOGARAM2
1863,PCARE
1864,CLIP4
1865,YPEL5
1866,LBH
1867,LCLAT1
1868,CAPN13
1869,GALNT14
1870,EHD3
1871,XDH
1872,SRD5A2
1873,DPY30
1874,SPAST
1875,SLC30A6
1876,NLRC4
1877,YIPF4
1878,BIRC6
1879,TTC27
1880,LTBP1
1881,RASGRP3
1882,FAM98A
1883,CRIM1
1884,FEZ2
1885,VIT
1886,STRN
1887,HEATR5B
1888,GPATCH11
1889,EIF2AK2
1890,SULT6B1
1891,CEBPZOS
1892,CEBPZ
1893,NDUFAF7
1894,PRKD3
1895,QPCT
1896,CDC42EP3
1897,RMDN2
1898,CYP1B1
1899,ATL2
1900,GALM
1901,SRSF7
1902,GEMIN6
1903,DHX57
1904,MORN2
1905,ARHGEF33
1906,SOS1
1907,CDKL4
1908,MAP4K3
1909,TMEM178A
1910,THUMPD2
1911,SLC8A1
1912,C2orf91
1913,PKDCC
1914,EML4
1915,COX7A2L
1916,KCNG3
1917,MTA3
1918,OXER1
1919,HAAO
1920,ZFP36L2
1921,THADA
1922,PLEKHH2
1923,C1GALT1C1L
1924,DYNC2LI1
1925,ABCG5
1926,ABCG8
1927,LRPPRC
1928,PPM1B
1929,SLC3A1
1930,PREPL
1931,CAMKMT
1932,SIX2
1933,SRBD1
1934,PRKCE
1935,EPAS1
1936,TMEM247
1937,ATP6V1E2
1938,RHOQ
1939,PIGF
1940,CRIPT
1941,SOCS5
1942,MCFD2
1943,TTC7A
1944,CALM2
1945,EPCAM
1946,MSH2
1947,KCNK12
1948,MSH6
1949,FBXO11
1950,FOXN2
1951,PPP1R21
1952,STON1
1953,LHCGR
1954,FSHR
1955,NRXN1
1956,ASB3
1957,CHAC2
1958,ERLEC1
1959,PSME4
1960,ACYP2
1961,C2orf73
1962,SPTBN1
1963,EML6
1964,RTN4
1965,CLHC1
1966,MTIF2
1967,CCDC88A
1968,CFAP36
1969,PPP4R3B
1970,EFEMP1
1971,CCDC85A
1972,VRK2
1973,FANCL
1974,BCL11A
1975,PAPOLG
1976,REL
1977,PUS10
1978,PEX13
1979,KIAA1841
1980,C2orf74
1981,USP34
1982,XPO1
1983,FAM161A
1984,CCT4
1985,COMMD1
1986,B3GNT2
1987,EHBP1
1988,OTX1
1989,WDPCP
1990,MDH1
1991,UGP2
1992,VPS54
1993,PELI1
1994,LGALSL
1995,AFTPH
1996,SERTAD2
1997,SLC1A4
1998,CEP68
1999,RAB1A
2000,ACTR2
2001,SPRED2
2002,MEIS1
2003,ETAA1
2004,WDR92
2005,PNO1
2006,PPP3R1
2007,CNRIP1
2008,PLEK
2009,FBXO48
2010,PROKR1
2011,ARHGAP25
2012,BMP10
2013,GKN2
2014,GKN1
2015,ANTXR1
2016,GFPT1
2017,NFU1
2018,AAK1
2019,ANXA4
2020,GMCL1
2021,SNRNP27
2022,MXD1
2023,ASPRV1
2024,PCBP1
2025,C2orf42
2026,TIA1
2027,PCYOX1
2028,SNRPG
2029,FAM136A
2030,TGFA
2031,ADD2
2032,FIGLA
2033,CLEC4F
2034,CD207
2035,VAX2
2036,ANKRD53
2037,TEX261
2038,NAGK
2039,MCEE
2040,MPHOSPH10
2041,PAIP2B
2042,ZNF638
2043,DYSF
2044,CYP26B1
2045,EXOC6B
2046,SPR
2047,SFXN5
2048,RAB11FIP5
2049,NOTO
2050,SMYD5
2051,PRADC1
2052,FBXO41
2053,EGR4
2054,ALMS1
2055,NAT8
2056,TPRKB
2057,DUSP11
2058,STAMBP
2059,ACTG2
2060,DGUOK
2061,TET3
2062,BOLA3
2063,MTHFD2
2064,SLC4A5
2065,DCTN1
2066,C2orf81
2067,WDR54
2068,RTKN
2069,INO80B
2070,WBP1
2071,MOGS
2072,CCDC142
2073,TTC31
2074,LBX2
2075,PCGF1
2076,TLX2
2077,DQX1
2078,AUP1
2079,HTRA2
2080,LOXL3
2081,DOK1
2082,M1AP
2083,SEMA4F
2084,HK2
2085,POLE4
2086,TACR1
2087,EVA1A
2088,GCFC2
2089,LRRTM4
2090,REG1A
2091,REG3A
2092,CTNNA2
2093,LRRTM1
2094,SUCLG1
2095,DNAH6
2096,TRABD2A
2097,TMSB10
2098,KCMF1
2099,TCF7L1
2100,TGOLN2
2101,RETSAT
2102,ELMOD3
2103,CAPG
2104,SH2D6
2105,MAT2A
2106,GGCX
2107,VAMP8
2108,VAMP5
2109,RNF181
2110,USP39
2111,C2orf68
2112,GNLY
2113,ATOH8
2114,ST3GAL5
2115,POLR1A
2116,IMMT
2117,REEP1
2118,KDM3A
2119,CHMP3
2120,RNF103
2121,RMND5A
2122,CD8A
2123,PLGLB2
2124,KRCC1
2125,SMYD1
2126,FABP1
2127,THNSL2
2128,TEX37
2129,EIF2AK3
2130,RPIA
2131,IGKC
2132,AL845331.2
2133,MAL
2134,ZNF514
2135,ZNF2
2136,AC092835.1
2137,PROM2
2138,KCNIP3
2139,FAHD2A
2140,TRIM43
2141,GPAT2
2142,ADRA2B
2143,ASTL
2144,DUSP2
2145,STARD7
2146,CIAO1
2147,SNRNP200
2148,ITPRIPL1
2149,NCAPH
2150,NEURL3
2151,ARID5A
2152,KANSL3
2153,FER1L5
2154,LMAN2L
2155,CNNM4
2156,CNNM3
2157,ANKRD39
2158,SEMA4C
2159,FAM178B
2160,FAHD2B
2161,ANKRD36
2162,COX5B
2163,ACTR1B
2164,C2orf92
2165,ZAP70
2166,TMEM131
2167,VWA3B
2168,CNGA3
2169,INPP4A
2170,COA5
2171,UNC50
2172,MGAT4A
2173,KIAA1211L
2174,TSGA10
2175,C2orf15
2176,LIPT1
2177,MITD1
2178,LYG1
2179,TXNDC9
2180,EIF5B
2181,REV1
2182,AFF3
2183,LONRF2
2184,CHST10
2185,PDCL3
2186,NPAS2
2187,TBC1D8
2188,CNOT11
2189,RNF149
2190,CREG2
2191,RFX8
2192,MAP4K4
2193,IL1R2
2194,IL1R1
2195,IL1RL2
2196,IL1RL1
2197,IL18R1
2198,IL18RAP
2199,SLC9A4
2200,SLC9A2
2201,MFSD9
2202,TMEM182
2203,TGFBRAP1
2204,C2orf49
2205,FHL2
2206,NCK2
2207,ECRG4
2208,UXS1
2209,RGPD3
2210,CD8B2
2211,RGPD4
2212,SLC5A7
2213,SULT1C3
2214,SULT1C2
2215,SULT1C4
2216,GCC2
2217,CCDC138
2218,EDAR
2219,SH3RF3
2220,SEPTIN10
2221,SOWAHC
2222,MALL
2223,NPHP1
2224,MTLN
2225,BUB1
2226,ACOXL
2227,BCL2L11
2228,ANAPC1
2229,MERTK
2230,TMEM87B
2231,FBLN7
2232,ZC3H8
2233,ZC3H6
2234,TTL
2235,POLR1B
2236,CHCHD5
2237,SLC20A1
2238,NT5DC4
2239,CKAP2L
2240,IL1A
2241,IL1B
2242,IL37
2243,IL36G
2244,IL36B
2245,IL1RN
2246,PSD4
2247,PAX8
2248,SLC35F5
2249,ACTR3
2250,DPP10
2251,DDX18
2252,CCDC93
2253,INSIG2
2254,MARCO
2255,STEAP3
2256,C2orf76
2257,DBI
2258,TMEM37
2259,SCTR
2260,CFAP221
2261,TMEM177
2262,PTPN4
2263,EPB41L5
2264,TMEM185B
2265,RALB
2266,INHBB
2267,GLI2
2268,TFCP2L1
2269,CLASP1
2270,NIFK
2271,TSN
2272,GYPC
2273,BIN1
2274,CYP27C1
2275,ERCC3
2276,MAP3K2
2277,PROC
2278,IWS1
2279,MYO7B
2280,LIMS2
2281,GPR17
2282,WDR33
2283,SFT2D3
2284,POLR2D
2285,AMMECR1L
2286,SAP130
2287,UGGT1
2288,HS6ST1
2289,SMPD4
2290,TUBA3E
2291,CCDC115
2292,IMP4
2293,PTPN18
2294,ARHGEF4
2295,FAM168B
2296,PLEKHB2
2297,ANKRD30BL
2298,GPR39
2299,LYPD1
2300,NCKAP5
2301,MGAT5
2302,ACMSD
2303,CCNT2
2304,RAB3GAP1
2305,ZRANB3
2306,R3HDM1
2307,UBXN4
2308,LCT
2309,MCM6
2310,DARS
2311,CXCR4
2312,THSD7B
2313,HNMT
2314,SPOPL
2315,NXPH2
2316,LRP1B
2317,KYNU
2318,ARHGAP15
2319,GTDC1
2320,ZEB2
2321,ACVR2A
2322,ORC4
2323,MBD5
2324,EPC2
2325,KIF5C
2326,LYPD6B
2327,LYPD6
2328,MMADHC
2329,RND3
2330,RBM43
2331,NMI
2332,TNFAIP6
2333,RIF1
2334,NEB
2335,CACNB4
2336,STAM2
2337,FMNL2
2338,PRPF40A
2339,ARL6IP6
2340,GALNT13
2341,NR4A2
2342,GPD2
2343,GALNT5
2344,ERMN
2345,CYTIP
2346,ACVR1C
2347,ACVR1
2348,UPP2
2349,CCDC148
2350,PKP4
2351,TANC1
2352,WDSUB1
2353,BAZ2B
2354,MARCH7
2355,CD302
2356,LY75
2357,PLA2R1
2358,ITGB6
2359,RBMS1
2360,TANK
2361,PSMD14
2362,SLC4A10
2363,DPP4
2364,GCG
2365,FAP
2366,IFIH1
2367,GCA
2368,FIGN
2369,GRB14
2370,COBLL1
2371,SLC38A11
2372,SCN3A
2373,SCN2A
2374,CSRNP3
2375,GALNT3
2376,TTC21B
2377,SCN9A
2378,SCN7A
2379,B3GALT1
2380,STK39
2381,CERS6
2382,NOSTRIN
2383,SPC25
2384,G6PC2
2385,ABCB11
2386,DHRS9
2387,LRP2
2388,BBS5
2389,KLHL41
2390,FASTKD1
2391,PPIG
2392,CCDC173
2393,PHOSPHO2
2394,KLHL23
2395,METTL5
2396,UBR3
2397,MYO3B
2398,SP5
2399,ERICH2
2400,GAD1
2401,GORASP2
2402,TLK1
2403,METTL8
2404,DCAF17
2405,CYBRD1
2406,DYNC1I2
2407,SLC25A12
2408,HAT1
2409,METAP1D
2410,DLX1
2411,DLX2
2412,ITGA6
2413,PDK1
2414,RAPGEF4
2415,MAP3K20
2416,CDCA7
2417,SP3
2418,CIR1
2419,SCRN3
2420,GPR155
2421,WIPF1
2422,CHRNA1
2423,CHN1
2424,ATF2
2425,ATP5MC3
2426,LNPK
2427,HOXD12
2428,HOXD11
2429,HOXD10
2430,HOXD9
2431,HOXD8
2432,HOXD3
2433,HOXD4
2434,HOXD1
2435,MTX2
2436,HNRNPA3
2437,NFE2L2
2438,AGPS
2439,TTC30B
2440,TTC30A
2441,PDE11A
2442,RBM45
2443,OSBPL6
2444,PRKRA
2445,PJVK
2446,FKBP7
2447,PLEKHA3
2448,TTN
2449,CCDC141
2450,SESTD1
2451,ZNF385B
2452,CWC22
2453,UBE2E3
2454,ITGA4
2455,CERKL
2456,ITPRID2
2457,PPP1R1C
2458,PDE1A
2459,DNAJC10
2460,FRZB
2461,NCKAP1
2462,DUSP19
2463,NUP35
2464,ZNF804A
2465,FSIP2
2466,ZC3H15
2467,ITGAV
2468,FAM171B
2469,ZSWIM2
2470,CALCRL
2471,TFPI
2472,GULP1
2473,DIRC1
2474,COL3A1
2475,COL5A2
2476,WDR75
2477,SLC40A1
2478,ASNSD1
2479,ANKAR
2480,OSGEPL1
2481,ORMDL1
2482,PMS1
2483,C2orf88
2484,MSTN
2485,HIBCH
2486,INPP1
2487,MFSD6
2488,NEMP2
2489,NAB1
2490,GLS
2491,STAT1
2492,STAT4
2493,MYO1B
2494,NABP1
2495,CAVIN2
2496,SLC39A10
2497,DNAH7
2498,STK17B
2499,HECW2
2500,CCDC150
2501,GTF3C3
2502,C2orf66
2503,PGAP1
2504,ANKRD44
2505,SF3B1
2506,COQ10B
2507,HSPD1
2508,HSPE1
2509,MOB4
2510,RFTN2
2511,MARS2
2512,BOLL
2513,PLCL1
2514,SATB2
2515,FTCDNL1
2516,C2orf69
2517,TYW5
2518,MAIP1
2519,SPATS2L
2520,KCTD18
2521,SGO2
2522,AOX1
2523,BZW1
2524,CLK1
2525,PPIL3
2526,NIF3L1
2527,ORC2
2528,FAM126B
2529,NDUFB3
2530,CFLAR
2531,CASP10
2532,CASP8
2533,FLACC1
2534,TRAK2
2535,STRADB
2536,C2CD6
2537,TMEM237
2538,MPP4
2539,ALS2
2540,CDK15
2541,FZD7
2542,KIAA2012
2543,NOP58
2544,BMPR2
2545,FAM117B
2546,ICA1L
2547,WDR12
2548,CARF
2549,NBEAL1
2550,CYP20A1
2551,ABI2
2552,RAPH1
2553,CD28
2554,CTLA4
2555,ICOS
2556,PARD3B
2557,INO80D
2558,NDUFS1
2559,EEF1B2
2560,GPR1
2561,ZDBF2
2562,FAM237A
2563,MDH1B
2564,FASTKD2
2565,KLF7
2566,CREB1
2567,METTL21A
2568,CCNYL1
2569,FZD5
2570,PLEKHM3
2571,CRYGB
2572,C2orf80
2573,IDH1
2574,PIKFYVE
2575,MAP2
2576,UNC80
2577,RPE
2578,KANSL1L
2579,ACADL
2580,MYL1
2581,LANCL1
2582,CPS1
2583,ERBB4
2584,IKZF2
2585,SPAG16
2586,VWC2L
2587,BARD1
2588,ABCA12
2589,ATIC
2590,FN1
2591,MREG
2592,PECR
2593,XRCC5
2594,MARCH4
2595,SMARCAL1
2596,IGFBP2
2597,IGFBP5
2598,TNS1
2599,RUFY4
2600,CXCR2
2601,CXCR1
2602,ARPC2
2603,GPBAR1
2604,AAMP
2605,PNKD
2606,TMBIM1
2607,SLC11A1
2608,CTDSP1
2609,VIL1
2610,USP37
2611,CNOT9
2612,PLCD4
2613,ZNF142
2614,BCS1L
2615,RNF25
2616,STK36
2617,TTLL4
2618,CYP27A1
2619,WNT6
2620,WNT10A
2621,CDK5R2
2622,CRYBA2
2623,IHH
2624,NHEJ1
2625,SLC23A3
2626,CNPPD1
2627,RETREG2
2628,ZFAND2B
2629,ABCB6
2630,ATG9A
2631,ANKZF1
2632,GLB1L
2633,STK16
2634,TUBA4A
2635,DNAJB2
2636,PTPRN
2637,DNPEP
2638,DES
2639,SPEG
2640,SPEGNB
2641,GMPPA
2642,CHPF
2643,TMEM198
2644,OBSL1
2645,INHA
2646,STK11IP
2647,SLC4A3
2648,EPHA4
2649,SGPP2
2650,FARSB
2651,ACSL3
2652,KCNE4
2653,SCG2
2654,AP1S3
2655,WDFY1
2656,SERPINE2
2657,FAM124B
2658,CUL3
2659,CCDC195
2660,DOCK10
2661,NYAP2
2662,IRS1
2663,RHBDD1
2664,COL4A4
2665,COL4A3
2666,MFF
2667,TM4SF20
2668,AGFG1
2669,C2orf83
2670,SCYGR4
2671,SLC19A3
2672,SCYGR8
2673,CCL20
2674,DAW1
2675,PID1
2676,DNER
2677,TRIP12
2678,FBXO36
2679,SLC16A14
2680,SP110
2681,SP140
2682,SP140L
2683,SP100
2684,CAB39
2685,ITM2C
2686,GPR55
2687,C2orf72
2688,PSMD1
2689,HTR2B
2690,ARMC9
2691,B3GNT7
2692,NCL
2693,NMUR1
2694,PDE6D
2695,COPS7B
2696,DIS3L2
2697,ALPG
2698,ALPI
2699,ECEL1
2700,CHRNG
2701,TIGD1
2702,EIF4E2
2703,EFHD1
2704,GIGYF2
2705,KCNJ13
2706,SNORC
2707,NGEF
2708,INPP5D
2709,ATG16L1
2710,SAG
2711,DGKD
2712,USP40
2713,UGT1A10
2714,UGT1A9
2715,UGT1A4
2716,UGT1A3
2717,UGT1A1
2718,HJURP
2719,TRPM8
2720,SPP2
2721,ARL4C
2722,SH3BP4
2723,AGAP1
2724,ASB18
2725,IQCA1
2726,ACKR3
2727,COPS8
2728,COL6A3
2729,MLPH
2730,RAB17
2731,LRRFIP1
2732,RBM44
2733,RAMP1
2734,UBE2F
2735,SCLY
2736,ESPNL
2737,KLHL30
2738,ERFE
2739,ILKAP
2740,HES6
2741,PER2
2742,TRAF3IP1
2743,ASB1
2744,TWIST2
2745,HDAC4
2746,NDUFA10
2747,OR6B2
2748,COPS9
2749,GPC1
2750,ANKMY1
2751,DUSP28
2752,RNPEPL1
2753,GPR35
2754,MAB21L4
2755,SNED1
2756,MTERF4
2757,PASK
2758,PPP1R7
2759,HDLBP
2760,SEPTIN2
2761,FARP2
2762,STK25
2763,BOK
2764,THAP4
2765,ATG4B
2766,DTYMK
2767,ING5
2768,D2HGDH
2769,NEU4
2770,PDCD1
2771,RTP5
2772,FAM240C
2773,CHL1
2774,CNTN4
2775,IL5RA
2776,TRNT1
2777,CRBN
2778,SUMF1
2779,LRRN1
2780,SETMAR
2781,ITPR1
2782,BHLHE40
2783,ARL8B
2784,EDEM1
2785,GRM7
2786,LMCD1
2787,SSUH2
2788,OXTR
2789,RAD18
2790,SRGAP3
2791,THUMPD3
2792,SETD5
2793,MTMR14
2794,CPNE9
2795,BRPF1
2796,OGG1
2797,CAMK1
2798,TADA3
2799,ARPC4
2800,TTLL3
2801,RPUSD3
2802,CIDEC
2803,JAGN1
2804,IL17RC
2805,CRELD1
2806,EMC3
2807,FANCD2
2808,FANCD2OS
2809,BRK1
2810,VHL
2811,IRAK2
2812,TATDN2
2813,GHRL
2814,SEC13
2815,SLC6A11
2816,SLC6A1
2817,HRH1
2818,ATG7
2819,VGLL4
2820,TAMM41
2821,SYN2
2822,TIMP4
2823,PPARG
2824,TSEN2
2825,MKRN2OS
2826,MKRN2
2827,RAF1
2828,CAND2
2829,IQSEC1
2830,NUP210
2831,HDAC11
2832,FBLN2
2833,CHCHD4
2834,TMEM43
2835,XPC
2836,LSM3
2837,SLC6A6
2838,GRIP2
2839,CCDC174
2840,C3orf20
2841,FGD5
2842,NR2C2
2843,RBSN
2844,CAPN7
2845,SH3BP5
2846,METTL6
2847,EAF1
2848,COLQ
2849,HACL1
2850,BTD
2851,ANKRD28
2852,GALNT15
2853,DPH3
2854,OXNAD1
2855,RFTN1
2856,DAZL
2857,PLCL2
2858,TBC1D5
2859,SATB1
2860,KCNH8
2861,EFHB
2862,RAB5A
2863,PP2D1
2864,KAT2B
2865,SGO1
2866,ZNF385D
2867,UBE2E2
2868,UBE2E1
2869,NKIRAS1
2870,NR1D2
2871,THRB
2872,RARB
2873,TOP2B
2874,NGLY1
2875,OXSM
2876,LRRC3B
2877,NEK10
2878,SLC4A7
2879,EOMES
2880,CMC1
2881,AZI2
2882,ZCWPW2
2883,RBMS3
2884,TGFBR2
2885,GADL1
2886,STT3B
2887,ZNF860
2888,GPD1L
2889,CMTM8
2890,CMTM7
2891,CMTM6
2892,DYNC1LI1
2893,CNOT10
2894,TRIM71
2895,CCR4
2896,GLB1
2897,TMPPE
2898,CRTAP
2899,SUSD5
2900,FBXL2
2901,UBP1
2902,CLASP2
2903,PDCD6IP
2904,ARPP21
2905,STAC
2906,DCLK3
2907,TRANK1
2908,EPM2AIP1
2909,MLH1
2910,LRRFIP2
2911,ITGA9
2912,CTDSPL
2913,VILL
2914,PLCD1
2915,DLEC1
2916,ACAA1
2917,MYD88
2918,OXSR1
2919,SLC22A13
2920,SLC22A14
2921,XYLB
2922,ACVR2B
2923,EXOG
2924,SCN5A
2925,SCN11A
2926,WDR48
2927,GORASP1
2928,TTC21A
2929,CSRNP1
2930,XIRP1
2931,CX3CR1
2932,CCR8
2933,SLC25A38
2934,MOBP
2935,MYRIP
2936,EIF1B
2937,ENTPD3
2938,ZNF619
2939,ZNF620
2940,ZNF621
2941,CTNNB1
2942,ULK4
2943,TRAK1
2944,VIPR1
2945,SEC22C
2946,SS18L2
2947,NKTR
2948,ZBTB47
2949,HHATL
2950,CCDC13
2951,HIGD1A
2952,ACKR2
2953,KRBOX1
2954,ZNF662
2955,GASK1A
2956,POMGNT2
2957,SNRK
2958,ANO10
2959,ABHD5
2960,TOPAZ1
2961,TCAIM
2962,ZNF445
2963,ZNF852
2964,ZKSCAN7
2965,ZNF660
2966,ZNF197
2967,ZNF35
2968,ZNF502
2969,ZNF501
2970,KIAA1143
2971,KIF15
2972,TMEM42
2973,TGM4
2974,ZDHHC3
2975,EXOSC7
2976,CLEC3B
2977,CDCP1
2978,LARS2
2979,LIMD1
2980,SACM1L
2981,SLC6A20
2982,LZTFL1
2983,CCR9
2984,FYCO1
2985,CXCR6
2986,XCR1
2987,CCR3
2988,CCR1
2989,CCR2
2990,CCR5
2991,CCRL2
2992,LTF
2993,RTP3
2994,LRRC2
2995,ALS2CL
2996,TMIE
2997,MYL3
2998,PTH1R
2999,CCDC12
3000,NBEAL2
3001,KIF9
3002,KLHL18
3003,PTPN23
3004,SCAP
3005,ELP6
3006,CSPG5
3007,SMARCC1
3008,DHX30
3009,MAP4
3010,CDC25A
3011,CAMP
3012,ZNF589
3013,NME6
3014,SPINK8
3015,FBXW12
3016,PLXNB1
3017,CCDC51
3018,TMA7
3019,ATRIP
3020,SHISA5
3021,PFKFB4
3022,UCN2
3023,COL7A1
3024,UQCRC1
3025,TMEM89
3026,SLC26A6
3027,CELSR3
3028,NCKIPSD
3029,IP6K2
3030,PRKAR2A
3031,SLC25A20
3032,ARIH2OS
3033,ARIH2
3034,P4HTM
3035,WDR6
3036,DALRD3
3037,NDUFAF3
3038,IMPDH2
3039,QRICH1
3040,QARS
3041,USP19
3042,LAMB2
3043,CCDC71
3044,KLHDC8B
3045,CCDC36
3046,C3orf62
3047,USP4
3048,RHOA
3049,TCTA
3050,AMT
3051,NICN1
3052,DAG1
3053,BSN
3054,APEH
3055,MST1
3056,GMPPB
3057,IP6K1
3058,CDHR4
3059,INKA1
3060,UBA7
3061,TRAIP
3062,CAMKV
3063,MST1R
3064,MON1A
3065,RBM6
3066,RBM5
3067,SEMA3F
3068,GNAT1
3069,SLC38A3
3070,GNAI2
3071,SEMA3B
3072,LSMEM2
3073,NAA80
3074,HYAL1
3075,HYAL2
3076,TUSC2
3077,RASSF1
3078,ZMYND10
3079,NPRL2
3080,CYB561D2
3081,TMEM115
3082,CACNA2D2
3083,C3orf18
3084,HEMK1
3085,CISH
3086,MAPKAPK3
3087,DOCK3
3088,MANF
3089,RBM15B
3090,DCAF1
3091,RAD54L2
3092,TEX264
3093,GRM2
3094,IQCF5
3095,IQCF1
3096,RRP9
3097,PARP3
3098,PCBP4
3099,ABHD14B
3100,ABHD14A
3101,ACY1
3102,DUSP7
3103,POC1A
3104,ALAS1
3105,TLR9
3106,TWF2
3107,PPM1M
3108,WDR82
3109,GLYCTK
3110,DNAH1
3111,BAP1
3112,SEMA3G
3113,TNNC1
3114,NISCH
3115,STAB1
3116,NT5DC2
3117,SMIM4
3118,PBRM1
3119,GNL3
3120,GLT8D1
3121,SPCS1
3122,NEK4
3123,ITIH1
3124,ITIH3
3125,MUSTN1
3126,STIMATE
3127,SFMBT1
3128,RFT1
3129,PRKCD
3130,TKT
3131,DCP1A
3132,CACNA1D
3133,CHDH
3134,IL17RB
3135,ACTR8
3136,SELENOK
3137,CACNA2D3
3138,WNT5A
3139,ERC2
3140,CCDC66
3141,TASOR
3142,ARHGEF3
3143,SPATA12
3144,IL17RD
3145,HESX1
3146,APPL1
3147,ASB14
3148,DNAH12
3149,PDE12
3150,ARF4
3151,DENND6A
3152,SLMAP
3153,FLNB
3154,DNASE1L3
3155,ABHD6
3156,RPP14
3157,PXK
3158,PDHB
3159,KCTD6
3160,ACOX2
3161,FAM107A
3162,FAM3D
3163,C3orf67
3164,FHIT
3165,PTPRG
3166,C3orf14
3167,CADPS
3168,SYNPR
3169,SNTN
3170,C3orf49
3171,THOC7
3172,ATXN7
3173,PSMD6
3174,PRICKLE2
3175,ADAMTS9
3176,MAGI1
3177,SLC25A26
3178,LRIG1
3179,KBTBD8
3180,SUCLG2
3181,TAFA1
3182,TAFA4
3183,EOGT
3184,TMF1
3185,UBA3
3186,ARL6IP5
3187,FRMD4B
3188,MITF
3189,FOXP1
3190,EIF4E3
3191,GPR27
3192,PROK2
3193,RYBP
3194,SHQ1
3195,GXYLT2
3196,PPP4R2
3197,EBLN2
3198,PDZRN3
3199,CNTN3
3200,FRG2C
3201,ZNF717
3202,ROBO2
3203,ROBO1
3204,GBE1
3205,CADM2
3206,VGLL3
3207,CHMP2B
3208,POU1F1
3209,CGGBP1
3210,ZNF654
3211,C3orf38
3212,EPHA3
3213,PROS1
3214,ARL13B
3215,STX19
3216,DHFR2
3217,NSUN3
3218,EPHA6
3219,ARL6
3220,CRYBG3
3221,RIOX2
3222,GABRR3
3223,OR5AC2
3224,OR5H6
3225,OR5H2
3226,OR5K4
3227,OR5K3
3228,OR5K1
3229,OR5K2
3230,CLDND1
3231,GPR15
3232,CPOX
3233,ST3GAL6
3234,DCBLD2
3235,COL8A1
3236,CMSS1
3237,FILIP1L
3238,TBC1D23
3239,NIT2
3240,TOMM70
3241,LNP1
3242,TMEM45A
3243,ADGRG7
3244,TFG
3245,ABI3BP
3246,IMPG2
3247,SENP7
3248,TRMT10C
3249,ZBTB11
3250,CEP97
3251,NXPE3
