,0
8663,TRIM68
8664,OR51D1
8665,OR51E1
8666,OR51E2
8667,OR51C1P
8668,MMP26
8669,OR51F1
8670,OR52R1
8671,OR51F2
8672,OR51S1
8673,OR51T1
8674,OR51A7
8675,OR51G2
8676,OR51A4
8677,OR51L1
8678,OR52J3
8679,OR52E2
8680,OR52A5
8681,OR52A1
8682,OR51V1
8683,HBB
8684,HBD
8685,AC104389.5
8686,OR51B5
8687,OR51B6
8688,OR51Q1
8689,UBQLN3
8690,UBQLNL
8691,OR52H1
8692,OR52B6
8693,TRIM6
8694,TRIM34
8695,TRIM5
8696,TRIM22
8697,OR56B1
8698,OR52N4
8699,OR52N1
8700,OR52N2
8701,OR52E4
8702,OR56A3
8703,OR56A5
8704,OR56A1
8705,OR56B4
8706,OR52B2
8707,OR52W1
8708,FAM160A2
8709,CNGA4
8710,CAVIN3
8711,SMPD1
8712,APBB1
8713,HPX
8714,TRIM3
8715,ARFIP2
8716,TIMM10B
8717,DNHD1
8718,RRP8
8719,ILK
8720,TAF10
8721,TPP1
8722,DCHS1
8723,OR2AG2
8724,OR2AG1
8725,OR6A2
8726,OR10A4
8727,OR2D3
8728,ZNF215
8729,ZNF214
8730,NLRP14
8731,SYT9
8732,OLFML1
8733,PPFIBP2
8734,CYB5R2
8735,OVCH2
8736,OR5P2
8737,OR10A3
8738,TUB
8739,RIC3
8740,LMO1
8741,TRIM66
8742,ST5
8743,AKIP1
8744,C11orf16
8745,ASCL3
8746,TMEM9B
8747,NRIP3
8748,SCUBE2
8749,DENND5A
8750,TMEM41B
8751,ZNF143
8752,WEE1
8753,SWAP70
8754,SBF2
8755,ADM
8756,AMPD3
8757,RNF141
8758,LYVE1
8759,MRVI1
8760,CTR9
8761,EIF4G2
8762,ZBED5
8763,GALNT18
8764,USP47
8765,DKK3
8766,MICAL2
8767,PARVA
8768,TEAD1
8769,ARNTL
8770,BTBD10
8771,PTH
8772,FAR1
8773,SPON1
8774,RRAS2
8775,COPB1
8776,PSMA1
8777,PDE3B
8778,CYP2R1
8779,CALCB
8780,CALCA
8781,INSC
8782,SOX6
8783,C11orf58
8784,PLEKHA7
8785,PIK3C2A
8786,NUCB2
8787,NCR3LG1
8788,KCNJ11
8789,USH1C
8790,KCNC1
8791,SERGEF
8792,TPH1
8793,SAAL1
8794,MRGPRX3
8795,MRGPRX4
8796,SAA4
8797,HPS5
8798,GTF2H1
8799,LDHC
8800,LDHAL6A
8801,TSG101
8802,UEVLD
8803,SPTY2D1OS
8804,SPTY2D1
8805,TMEM86A
8806,IGSF22
8807,PTPN5
8808,MRGPRX2
8809,ZDHHC13
8810,E2F8
8811,NAV2
8812,HTATIP2
8813,PRMT3
8814,SLC6A5
8815,NELL1
8816,ANO5
8817,SLC17A6
8818,FANCF
8819,GAS2
8820,SVIP
8821,LUZP2
8822,ANO3
8823,MUC15
8824,SLC5A12
8825,FIBIN
8826,BBOX1
8827,CCDC34
8828,LGR4
8829,LIN7C
8830,BDNF
8831,KIF18A
8832,METTL15
8833,KCNA4
8834,FSHB
8835,ARL14EP
8836,MPPED2
8837,DCDC1
8838,DNAJC24
8839,IMMP1L
8840,ELP4
8841,RCN1
8842,WT1
8843,CCDC73
8844,PRRG4
8845,QSER1
8846,DEPDC7
8847,TCP11L1
8848,CSTF3
8849,HIPK3
8850,KIAA1549L
8851,C11orf91
8852,FBXO3
8853,LMO2
8854,CAPRIN1
8855,NAT10
8856,ABTB2
8857,CAT
8858,ELF5
8859,EHF
8860,APIP
8861,PDHX
8862,CD44
8863,SLC1A2
8864,PAMR1
8865,FJX1
8866,TRIM44
8867,LDLRAD3
8868,COMMD9
8869,PRR5L
8870,TRAF6
8871,RAG1
8872,RAG2
8873,C11orf74
8874,LRRC4C
8875,API5
8876,TTC17
8877,HSD17B12
8878,ALKBH3
8879,C11orf96
8880,ACCS
8881,EXT2
8882,CD82
8883,TSPAN18
8884,TP53I11
8885,PRDM11
8886,SYT13
8887,CHST1
8888,SLC35C1
8889,CRY2
8890,MAPK8IP1
8891,C11orf94
8892,PEX16
8893,LARGE2
8894,PHF21A
8895,CREB3L1
8896,DGKZ
8897,MDK
8898,AMBRA1
8899,HARBI1
8900,ATG13
8901,ARHGAP1
8902,ZNF408
8903,CKAP5
8904,LRP4
8905,C11orf49
8906,ARFGAP2
8907,PACSIN3
8908,DDB2
8909,ACP2
8910,NR1H3
8911,MADD
8912,MYBPC3
8913,SPI1
8914,SLC39A13
8915,PSMC3
8916,RAPSN
8917,CELF1
8918,NDUFS3
8919,PTPMT1
8920,KBTBD4
8921,FAM180B
8922,C1QTNF4
8923,MTCH2
8924,AGBL2
8925,FNBP4
8926,NUP160
8927,PTPRJ
8928,OR4B1
8929,OR4X2
8930,OR4X1
8931,OR4S1
8932,OR4C3
8933,OR4C5
8934,OR4A47
8935,TRIM51GP
8936,TRIM49B
8937,TRIM64C
8938,FOLH1
8939,OR4C13
8940,OR4C12
8941,OR4A5
8942,OR4A16
8943,OR4A15
8944,OR4C15
8945,OR4C16
8946,OR4C6
8947,OR5D3P
8948,OR5D13
8949,OR5D14
8950,OR5L1
8951,OR5D16
8952,TRIM51
8953,OR5W2
8954,OR5I1
8955,OR10AG1
8956,OR5F1
8957,OR5AS1
8958,OR8H2
8959,OR8H3
8960,OR8J3
8961,OR8K5
8962,OR5T2
8963,OR5T3
8964,OR5T1
8965,OR8H1
8966,OR8K3
8967,OR8K1
8968,OR8J1
8969,OR8U1
8970,OR5R1
8971,OR5M3
8972,OR5M8
8973,OR5M11
8974,OR5M10
8975,OR5AP2
8976,OR5AR1
8977,OR9G1
8978,OR9G4
8979,OR5AK2
8980,LRRC55
8981,APLNR
8982,TNKS1BP1
8983,SSRP1
8984,PRG2
8985,SLC43A3
8986,RTN4RL2
8987,SLC43A1
8988,TIMM10
8989,UBE2L6
8990,SERPING1
8991,YPEL4
8992,ZDHHC5
8993,MED19
8994,TMX2
8995,SELENOH
8996,BTBD18
8997,CTNND1
8998,OR9Q1
8999,OR6Q1
9000,OR9I1
9001,OR9Q2
9002,OR1S1
9003,OR10Q1
9004,OR10W1
9005,OR5B17
9006,OR5B2
9007,OR5B12
9008,OR5B21
9009,LPXN
9010,ZFP91
9011,GLYAT
9012,GLYATL2
9013,GLYATL1
9014,GLYATL1B
9015,FAM111B
9016,FAM111A
9017,DTX4
9018,MPEG1
9019,OR5A2
9020,OR4D10
9021,OR4D11
9022,OR4D9
9023,OSBP
9024,PATL1
9025,STX3
9026,TCN1
9027,OOSP3
9028,OOSP4A
9029,OOSP4B
9030,OOSP2
9031,MS4A3
9032,MS4A2
9033,MS4A6A
9034,MS4A4A
9035,MS4A4E
9036,MS4A6E
9037,MS4A7
9038,MS4A14
9039,MS4A5
9040,MS4A1
9041,MS4A12
9042,MS4A13
9043,MS4A8
9044,MS4A10
9045,CCDC86
9046,PTGDR2
9047,PRPF19
9048,TMEM109
9049,TMEM132A
9050,SLC15A3
9051,CD6
9052,CD5
9053,VPS37C
9054,PGA5
9055,VWCE
9056,DDB1
9057,CYB561A3
9058,TMEM138
9059,TMEM216
9060,CPSF7
9061,PPP1R32
9062,LRRC10B
9063,SYT7
9064,DAGLA
9065,MYRF
9066,FEN1
9067,FADS2
9068,FADS1
9069,FADS3
9070,RAB3IL1
9071,BEST1
9072,FTH1
9073,INCENP
9074,SCGB2A1
9075,SCGB1D2
9076,SCGB2A2
9077,SCGB1D4
9078,ASRGL1
9079,SCGB1A1
9080,AHNAK
9081,EEF1G
9082,TUT1
9083,MTA2
9084,ROM1
9085,B3GAT3
9086,GANAB
9087,INTS5
9088,LBHD1
9089,CSKMT
9090,UQCC3
9091,UBXN1
9092,LRRN4CL
9093,BSCL2
9094,GNG3
9095,HNRNPUL2
9096,TTC9C
9097,ZBTB3
9098,POLR2G
9099,TAF6L
9100,TMEM223
9101,TMEM179B
9102,NXF1
9103,STX5
9104,TEX54
9105,WDR74
9106,SLC3A2
9107,CHRM1
9108,SLC22A25
9109,SLC22A9
9110,PLAAT5
9111,LGALS12
9112,PLAAT4
9113,PLAAT2
9114,PLAAT3
9115,ATL3
9116,RTN3
9117,C11orf95
9118,SPINDOC
9119,MARK2
9120,RCOR2
9121,NAA40
9122,COX8A
9123,OTUB1
9124,MACROD1
9125,FLRT1
9126,FERMT3
9127,TRPT1
9128,NUDT22
9129,DNAJC4
9130,VEGFB
9131,PPP1R14B
9132,PLCB3
9133,BAD
9134,GPR137
9135,KCNK4
9136,CATSPERZ
9137,ESRRA
9138,TRMT112
9139,PRDX5
9140,CCDC88B
9141,NRXN2
9142,RASGRP2
9143,PYGM
9144,SF1
9145,MAP4K2
9146,MEN1
9147,CDC42BPG
9148,EHD1
9149,ATG2A
9150,PPP2R5B
9151,GPHA2
9152,MAJIN
9153,BATF2
9154,ARL2
9155,SNX15
9156,SAC3D1
9157,NAALADL1
9158,CDCA5
9159,ZFPL1
9160,TMEM262
9161,VPS51
9162,TM7SF2
9163,ZNHIT2
9164,SYVN1
9165,SPDYC
9166,CAPN1
9167,POLA2
9168,CDC42EP2
9169,DPF2
9170,TIGD3
9171,SLC25A45
9172,FRMD8
9173,SCYL1
9174,LTBP3
9175,ZNRD2
9176,FAM89B
9177,EHBP1L1
9178,KCNK7
9179,MAP3K11
9180,PCNX3
9181,SIPA1
9182,RELA
9183,KAT5
9184,RNASEH2C
9185,OVOL1
9186,CFL1
9187,SNX32
9188,MUS81
9189,EFEMP2
9190,CTSW
9191,FIBP
9192,CCDC85B
9193,FOSL1
9194,C11orf68
9195,DRAP1
9196,TSGA10IP
9197,SART1
9198,EIF1AD
9199,BANF1
9200,CST6
9201,SF3B2
9202,PACS1
9203,KLC2
9204,RAB1B
9205,CNIH2
9206,YIF1A
9207,TMEM151A
9208,CD248
9209,RIN1
9210,BRMS1
9211,B4GAT1
9212,SLC29A2
9213,NPAS4
9214,PELI3
9215,DPP3
9216,BBS1
9217,ZDHHC24
9218,ACTN3
9219,CTSF
9220,CCDC87
9221,CCS
9222,RBM14
9223,RBM4B
9224,SPTBN2
9225,C11orf80
9226,RCE1
9227,PC
9228,LRFN4
9229,SYT12
9230,RHOD
9231,KDM2A
9232,GRK2
9233,ANKRD13D
9234,SSH3
9235,RAD9A
9236,POLD4
9237,CLCF1
9238,PPP1CA
9239,TBC1D10C
9240,CARNS1
9241,CORO1B
9242,GPR152
9243,CABP4
9244,TMEM134
9245,AIP
9246,PITPNM1
9247,CDK2AP2
9248,GSTP1
9249,NDUFV1
9250,NUDT8
9251,TBX10
9252,ACY3
9253,UNC93B1
9254,ALDH3B1
9255,NDUFS8
9256,TCIRG1
9257,CHKA
9258,KMT5B
9259,C11orf24
9260,LRP5
9261,PPP6R3
9262,GAL
9263,TESMIN
9264,CPT1A
9265,MRGPRD
9266,MRGPRF
9267,TPCN2
9268,SMIM38
9269,MYEOV
9270,CCND1
9271,LTO1
9272,ANO1
9273,FADD
9274,CTTN
9275,SHANK2
9276,DHCR7
9277,KRTAP5-7
9278,KRTAP5-8
9279,KRTAP5-9
9280,DEFB108B
9281,AP002495.1
9282,DEFB131B
9283,RNF121
9284,IL18BP
9285,NUMA1
9286,LRTOMT
9287,LAMTOR1
9288,ANAPC15
9289,FOLR1
9290,FOLR2
9291,INPPL1
9292,CLPB
9293,PDE2A
9294,ARAP1
9295,STARD10
9296,ATG16L2
9297,FCHSD2
9298,P2RY2
9299,P2RY6
9300,ARHGEF17
9301,RELT
9302,FAM168A
9303,PLEKHB1
9304,RAB6A
9305,COA4
9306,PAAF1
9307,DNAJB13
9308,UCP2
9309,UCP3
9310,C2CD3
9311,PPME1
9312,P4HA3
9313,PGM2L1
9314,KCNE3
9315,LIPT2
9316,POLD3
9317,CHRDL2
9318,RNF169
9319,XRRA1
9320,NEU3
9321,OR2AT4
9322,SLCO2B1
9323,TPBGL
9324,ARRB1
9325,KLHL35
9326,GDPD5
9327,SERPINH1
9328,MAP6
9329,MOGAT2
9330,DGAT2
9331,UVRAG
9332,WNT11
9333,THAP12
9334,GVQW3
9335,EMSY
9336,LRRC32
9337,TSKU
9338,ACER3
9339,B3GNT6
9340,CAPN5
9341,OMP
9342,GDPD4
9343,PAK1
9344,CLNS1A
9345,AQP11
9346,RSF1
9347,AAMDC
9348,INTS4
9349,KCTD14
9350,NDUFC2
9351,ALG8
9352,KCTD21
9353,USP35
9354,GAB2
9355,NARS2
9356,TENM4
9357,FAM181B
9358,PRCP
9359,DDIAS
9360,RAB30
9361,PCF11
9362,ANKRD42
9363,CCDC90B
9364,DLG2
9365,TMEM126B
9366,TMEM126A
9367,CREBZF
9368,CCDC89
9369,SYTL2
9370,CCDC83
9371,PICALM
9372,EED
9373,CCDC81
9374,ME3
9375,PRSS23
9376,FZD4
9377,RAB38
9378,CTSC
9379,GRM5
9380,TYR
9381,NOX4
9382,TRIM64B
9383,NAALAD2
9384,CHORDC1
9385,FAT3
9386,SLC36A4
9387,DEUP1
9388,SMCO4
9389,CEP295
9390,TAF1D
9391,C11orf54
9392,MED17
9393,VSTM5
9394,PANX1
9395,IZUMO1R
9396,GPR83
9397,MRE11
9398,ANKRD49
9399,C11orf97
9400,FUT4
9401,PIWIL4
9402,AMOTL1
9403,CWC15
9404,KDM4D
9405,KDM4E
9406,SRSF8
9407,ENDOD1
9408,SESN3
9409,FAM76B
9410,CEP57
9411,MTMR2
9412,MAML2
9413,CCDC82
9414,ARHGAP42
9415,PGR
9416,TRPC6
9417,ANGPTL5
9418,CEP126
9419,CFAP300
9420,YAP1
9421,BIRC3
9422,BIRC2
9423,TMEM123
9424,MMP7
9425,MMP20
9426,MMP27
9427,MMP8
9428,MMP10
9429,MMP1
9430,MMP3
9431,MMP12
9432,MMP13
9433,DCUN1D5
9434,DYNC2H1
9435,PDGFD
9436,DDI1
9437,CASP4
9438,CASP5
9439,CARD16
9440,CARD17
9441,CARD18
9442,GRIA4
9443,MSANTD4
9444,KBTBD3
9445,AASDHPPT
9446,GUCY1A2
9447,CWF19L2
9448,ALKBH8
9449,ELMOD1
9450,SLN
9451,SLC35F2
9452,RAB39A
9453,CUL5
9454,ACAT1
9455,NPAT
9456,ATM
9457,C11orf65
9458,POGLUT3
9459,EXPH5
9460,DDX10
9461,C11orf87
9462,RDX
9463,ZC3H12C
9464,FDX1
9465,ARHGAP20
9466,C11orf53
9467,COLCA2
9468,POU2AF1
9469,BTG4
9470,C11orf88
9471,LAYN
9472,SIK2
9473,PPP2R1B
9474,ALG9
9475,FDXACB1
9476,C11orf1
9477,CRYAB
9478,HSPB2
9479,C11orf52
9480,DIXDC1
9481,DLAT
9482,PIH1D2
9483,NKAPD1
9484,TIMM8B
9485,IL18
9486,TEX12
9487,BCO2
9488,PTS
9489,NCAM1
9490,TTC12
9491,ANKK1
9492,DRD2
9493,TMPRSS5
9494,ZW10
9495,USP28
9496,ZBTB16
9497,NNMT
9498,C11orf71
9499,RBM7
9500,REXO2
9501,NXPE1
9502,NXPE4
9503,NXPE2
9504,CADM1
9505,BUD13
9506,ZPR1
9507,APOA1
9508,SIK3
9509,PAFAH1B2
9510,SIDT2
9511,TAGLN
9512,PCSK7
9513,RNF214
9514,BACE1
9515,CEP164
9516,DSCAML1
9517,FXYD2
9518,FXYD6
9519,TMPRSS13
9520,IL10RA
9521,SMIM35
9522,TMPRSS4
9523,SCN4B
9524,SCN2B
9525,JAML
9526,MPZL3
9527,MPZL2
9528,CD3E
9529,CD3D
9530,CD3G
9531,UBE4A
9532,ATP5MG
9533,KMT2A
9534,TTC36
9535,TMEM25
9536,IFT46
9537,ARCN1
9538,PHLDB1
9539,TREH
9540,DDX6
9541,CXCR5
9542,BCL9L
9543,UPK2
9544,CCDC84
9545,TRAPPC4
9546,SLC37A4
9547,HYOU1
9548,VPS11
9549,HMBS
9550,H2AFX
9551,DPAGT1
9552,C2CD2L
9553,HINFP
9554,ABCG4
9555,NLRX1
9556,PDZD3
9557,CCDC153
9558,CBL
9559,MCAM
9560,RNF26
9561,MFRP
9562,USP2
9563,THY1
9564,NECTIN1
9565,TRIM29
9566,OAF
9567,POU2F3
9568,ARHGEF12
9569,GRIK4
9570,TBCEL
9571,TECTA
9572,SC5D
9573,SORL1
9574,BLID
9575,UBASH3B
9576,CRTAM
9577,JHY
9578,BSX
9579,HSPA8
9580,CLMP
9581,GRAMD1B
9582,SCN3B
9583,ZNF202
9584,OR6X1
9585,OR6M1
9586,TMEM225
9587,OR8D4
9588,OR4D5
9589,OR6T1
9590,OR10G6
9591,VWA5A
9592,OR8G1
9593,OR8G5
9594,OR8D1
9595,OR8B2
9596,OR8B4
9597,OR8B8
9598,OR8B12
9599,PANX3
9600,TBRG1
9601,SIAE
9602,SPA17
9603,NRGN
9604,VSIG2
9605,ESAM
9606,MSANTD2
9607,ROBO3
9608,ROBO4
9609,HEPACAM
9610,HEPN1
9611,CCDC15
9612,SLC37A2
9613,TMEM218
9614,PKNOX2
9615,FEZ1
9616,EI24
9617,STT3A
9618,CHEK1
9619,PATE3
9620,HYLS1
9621,PUS3
9622,DDX25
9623,VSIG10L2
9624,CDON
9625,RPUSD4
9626,FAM118B
9627,SRPRA
9628,FOXRED1
9629,TIRAP
9630,DCPS
9631,ST3GAL4
9632,ETS1
9633,FLI1
9634,KCNJ1
9635,KCNJ5
9636,C11orf45
9637,TP53AIP1
9638,ARHGAP32
9639,BARX2
9640,TMEM45B
9641,NFRKB
9642,PRDM10
9643,APLP2
9644,ST14
9645,ZBTB44
9646,ADAMTS8
9647,ADAMTS15
9648,SNX19
9649,NTM
9650,OPCML
9651,SPATA19
9652,IGSF9B
9653,JAM3
9654,NCAPD3
9655,VPS26B
9656,THYN1
9657,ACAD8
9658,GLB1L3
9659,GLB1L2
9660,B3GAT1
9661,IQSEC3
9662,SLC6A12
9663,SLC6A13
9664,KDM5A
9665,CCDC77
9666,B4GALNT3
9667,NINJ2
9668,WNK1
9669,RAD52
9670,ERC1
9671,WNT5B
9672,ADIPOR2
9673,CACNA2D4
9674,LRTM2
9675,DCP1B
9676,CACNA1C
9677,ITFG2
9678,TEX52
9679,FOXM1
9680,RHNO1
9681,TULP3
9682,TEAD4
9683,TSPAN9
9684,PRMT8
9685,CRACR2A
9686,PARP11
9687,CCND2
9688,TIGAR
9689,C12orf4
9690,RAD51AP1
9691,DYRK4
9692,AKAP3
9693,NDUFA9
9694,GALNT8
9695,KCNA1
9696,KCNA5
9697,NTF3
9698,ANO2
9699,VWF
9700,CD9
9701,PLEKHG6
9702,TNFRSF1A
9703,SCNN1A
9704,LTBR
9705,CD27
9706,TAPBPL
9707,VAMP1
9708,NCAPD2
9709,IFFO1
9710,NOP2
9711,CHD4
9712,LPAR5
9713,ING4
9714,ZNF384
9715,PIANP
9716,COPS7A
9717,MLF2
9718,PTMS
9719,LAG3
9720,CD4
9721,GPR162
9722,P3H3
9723,GNB3
9724,CDCA3
9725,USP5
9726,SPSB2
9727,LRRC23
9728,ENO2
9729,ATN1
9730,C12orf57
9731,PTPN6
9732,EMG1
9733,LPCAT3
9734,C1S
9735,C1R
9736,C1RL
9737,RBP5
9738,CLSTN3
9739,PEX5
9740,CD163L1
9741,CD163
9742,APOBEC1
9743,GDF3
9744,DPPA3
9745,SLC2A14
9746,SLC2A3
9747,FOXJ2
9748,C3AR1
9749,NECAP1
9750,CLEC4A
9751,ZNF705A
9752,FAM90A1
9753,CLEC6A
9754,CLEC4D
9755,CLEC4E
9756,AICDA
9757,MFAP5
9758,RIMKLB
9759,PHC1
9760,M6PR
9761,KLRG1
9762,A2M
9763,KLRB1
9764,CLEC2D
9765,CLECL1
9766,CD69
9767,KLRF1
9768,CLEC2B
9769,KLRF2
9770,CLEC2A
9771,CLEC12A
9772,CLEC1A
9773,CLEC7A
9774,OLR1
9775,TMEM52B
9776,KLRD1
9777,KLRK1
9778,KLRC4
9779,KLRC3
9780,KLRC1
9781,MAGOHB
9782,STYK1
9783,YBX3
9784,TAS2R7
9785,TAS2R8
9786,TAS2R9
9787,TAS2R14
9788,TAS2R30
9789,SMIM10L1
9790,TAS2R42
9791,PRB3
9792,ETV6
9793,LRP6
9794,MANSC1
9795,BORCS5
9796,DUSP16
9797,CREBL2
9798,GPR19
9799,CDKN1B
9800,APOLD1
9801,GPRC5A
9802,GPRC5D
9803,HEBP1
9804,FAM234B
9805,GSG1
9806,EMP1
9807,GRIN2B
9808,ATF7IP
9809,PLBD1
9810,GUCY2C
9811,HIST4H4
9812,H2AFJ
9813,WBP11
9814,C12orf60
9815,SMCO3
9816,ART4
9817,MGP
9818,ERP27
9819,ARHGDIB
9820,PDE6H
9821,RERG
9822,PTPRO
9823,EPS8
9824,STRAP
9825,DERA
9826,SLC15A5
9827,MGST1
9828,LMO3
9829,RERGL
9830,PIK3C2G
9831,PLCZ1
9832,CAPZA3
9833,PLEKHA5
9834,AEBP2
9835,PDE3A
9836,SLCO1C1
9837,SLCO1B3
9838,SLCO1B1
9839,SLCO1A2
9840,IAPP
9841,PYROXD1
9842,RECQL
9843,GOLT1B
9844,SPX
9845,GYS2
9846,LDHB
9847,KCNJ8
9848,ABCC9
9849,CMAS
9850,ST8SIA1
9851,C2CD5
9852,ETNK1
9853,SOX5
9854,BCAT1
9855,LRMP
9856,CASC1
9857,KRAS
9858,LMNTD1
9859,RASSF8
9860,BHLHE41
9861,SSPN
9862,ITPR2
9863,INTS13
9864,FGFR1OP2
9865,MED21
9866,STK38L
9867,ARNTL2
9868,SMCO2
9869,PPFIBP1
9870,REP15
9871,KLHL42
9872,PTHLH
9873,CCDC91
9874,FAR2
9875,ERGIC2
9876,OVCH1
9877,TMTC1
9878,IPO8
9879,CAPRIN2
9880,TSPAN11
9881,DDX11
9882,SINHCAF
9883,DENND5B
9884,ETFBKMT
9885,AMN1
9886,H3F3C
9887,RESF1
9888,BICD1
9889,FGD4
9890,DNM1L
9891,YARS2
9892,PKP2
9893,SYT10
9894,CPNE8
9895,KIF21A
9896,ABCD2
9897,C12orf40
9898,SLC2A13
9899,LRRK2
9900,MUC19
9901,CNTN1
9902,PDZRN4
9903,GXYLT1
9904,YAF2
9905,PPHLN1
9906,ZCRB1
9907,PRICKLE1
9908,PUS7L
9909,IRAK4
9910,TWF1
9911,TMEM117
9912,NELL2
9913,DBX2
9914,ANO6
9915,ARID2
9916,SCAF11
9917,SLC38A1
9918,SLC38A2
9919,SLC38A4
9920,AMIGO2
9921,PCED1B
9922,RPAP3
9923,ENDOU
9924,RAPGEF3
9925,SLC48A1
9926,HDAC7
9927,VDR
9928,TMEM106C
9929,SENP1
9930,PFKM
9931,ASB8
9932,CCDC184
9933,ZNF641
9934,ANP32D
9935,C12orf54
9936,OR8S1
9937,OR5BS1P
9938,KANSL2
9939,CCNT1
9940,TEX49
9941,ADCY6
9942,CACNB3
9943,DDX23
9944,RND1
9945,CCDC65
9946,FKBP11
9947,ARF3
9948,WNT10B
9949,WNT1
9950,DDN
9951,PRKAG1
9952,KMT2D
9953,RHEBL1
9954,DHH
9955,LMBR1L
9956,TUBA1B
9957,TUBA1A
9958,TUBA1C
9959,PRPH
9960,TROAP
9961,DNAJC22
9962,SPATS2
9963,KCNH3
9964,MCRS1
9965,PRPF40B
9966,FAM186B
9967,FMNL3
9968,TMBIM6
9969,NCKAP5L
9970,BCDIN3D
9971,FAIM2
9972,AQP5
9973,AQP6
9974,ASIC1
9975,SMARCD1
9976,GPD1
9977,COX14
9978,CERS5
9979,LIMA1
9980,FAM186A
9981,LARP4
9982,DIP2B
9983,ATF1
9984,TMPRSS12
9985,METTL7A
9986,HIGD1C
9987,SLC11A2
9988,LETMD1
9989,CSRNP2
9990,TFCP2
9991,POU6F1
9992,DAZAP2
9993,SMAGP
9994,BIN2
9995,CELA1
9996,GALNT6
9997,SLC4A8
9998,SCN8A
9999,C12orf81
10000,FIGNL2
10001,ACVRL1
10002,ACVR1B
10003,GRASP
10004,NR4A1
10005,ATG101
10006,SMIM41
10007,KRT80
10008,KRT7
10009,KRT86
10010,KRT6B
10011,KRT6A
10012,KRT72
10013,KRT78
10014,KRT8
10015,EIF4B
10016,TNS2
10017,SPRYD3
10018,IGFBP6
10019,SOAT2
10020,CSAD
10021,ZNF740
10022,ITGB7
10023,RARG
10024,MFSD5
10025,ESPL1
10026,PFDN5
10027,C12orf10
10028,AAAS
10029,SP7
10030,SP1
10031,AMHR2
10032,PCBP2
10033,MAP3K12
10034,TARBP2
10035,ATF7
10036,ATP5MC2
10037,CALCOCO1
10038,HOXC10
10039,HOXC6
10040,HOXC9
10041,HOXC4
10042,HOXC5
10043,SMUG1
10044,CBX5
10045,NFE2
10046,COPZ1
10047,GPR84
10048,ZNF385A
10049,ITGA5
10050,GTSF1
10051,NCKAP1L
10052,PDE1B
10053,PPP1R1A
10054,MUCL1
10055,TESPA1
10056,NEUROD4
10057,OR9K2
10058,OR10A7
10059,OR6C74
10060,OR6C6
10061,OR6C1
10062,OR6C3
10063,OR6C75
10064,OR6C65
10065,OR6C76
10066,OR6C2
10067,OR6C70
10068,OR6C68
10069,OR6C4
10070,OR2AP1
10071,METTL7B
10072,ITGA7
10073,BLOC1S1
10074,RDH5
10075,CD63
10076,GDF11
10077,SARNP
10078,ORMDL2
10079,DNAJC14
10080,MMP19
10081,PYM1
10082,DGKA
10083,PMEL
10084,CDK2
10085,RAB5B
10086,SUOX
10087,IKZF4
10088,ERBB3
10089,PA2G4
10090,ESYT1
10091,ZC3H10
10092,MYL6B
10093,MYL6
10094,SMARCC2
10095,RNF41
10096,NABP2
10097,SLC39A5
10098,ANKRD52
10099,COQ10A
10100,CS
10101,CNPY2
10102,PAN2
10103,STAT2
10104,APOF
10105,TIMELESS
10106,SPRYD4
10107,GLS2
10108,BAZ2A
10109,ATP5F1B
10110,PTGES3
10111,PRIM1
10112,HSD17B6
10113,SDR9C7
10114,RDH16
10115,GPR182
10116,ZBTB39
10117,TAC3
10118,MYO1A
10119,NEMP1
10120,NAB2
10121,STAT6
10122,LRP1
10123,NXPH4
10124,SHMT2
10125,NDUFA4L2
10126,STAC3
10127,R3HDM2
10128,INHBE
10129,GLI1
10130,ARHGAP9
10131,MARS
10132,DDIT3
10133,MBD6
10134,DCTN2
10135,KIF5A
10136,PIP4K2C
10137,DTX3
10138,ARHGEF25
10139,SLC26A10
10140,B4GALNT1
10141,OS9
10142,AGAP2
10143,TSPAN31
10144,CDK4
10145,MARCH9
10146,CYP27B1
10147,METTL1
10148,EEF1AKMT3
10149,TSFM
10150,AVIL
10151,CTDSP2
10152,ATP23
10153,LRIG3
10154,SLC16A7
10155,TAFA2
10156,USP15
10157,MON2
10158,PPM1H
10159,AVPR1A
10160,RXYLT1
10161,SRGAP1
10162,C12orf66
10163,C12orf56
10164,XPOT
10165,TBK1
10166,RASSF3
10167,GNS
10168,TBC1D30
10169,LEMD3
10170,MSRB3
10171,HMGA2
10172,LLPH
10173,TMBIM4
10174,IRAK3
10175,HELB
10176,GRIP1
10177,CAND1
10178,DYRK2
10179,IFNG
10180,IL26
10181,IL22
10182,MDM1
10183,NUP107
10184,SLC35E3
10185,MDM2
10186,CPM
10187,CPSF6
10188,LYZ
10189,YEATS4
10190,FRS2
10191,CCT2
10192,BEST3
10193,RAB3IP
10194,MYRFL
10195,CNOT2
10196,KCNMB4
10197,PTPRB
10198,PTPRR
10199,TSPAN8
10200,LGR5
10201,ZFC3H1
10202,THAP2
10203,TMEM19
10204,RAB21
10205,TBC1D15
10206,TPH2
10207,TRHDE
10208,ATXN7L3B
10209,KCNC2
10210,CAPS2
10211,GLIPR1L1
10212,GLIPR1L2
10213,GLIPR1
10214,KRR1
10215,PHLDA1
10216,BBS10
10217,OSBPL8
10218,ZDHHC17
10219,CSRP2
10220,E2F7
10221,NAV3
10222,SYT1
10223,PAWR
10224,PPP1R12A
